source,scheme_id,title,summary,ministry,categories,beneficiary_state,tags,official_links,document_links,contact_numbers,contact_emails,office_addresses,how_to_apply,eligibility,required_documents,faqs
india.gov.in,akckvy,Aaloo Ke Kufri Chipsona-1 Prabhed Ke Kshetra Vistaar Yojana,The scheme aims to increase the production of Kufri Chipsona variety suitable for potato processing in Bihar by expanding its area and to increase the income of farmers by promoting processing.,,"Agriculture,Rural & Environment",,Agriculture; Subsidy; Plant Supply; Financial Assistance; Potato; Kufri Chipsona Varient,https://www.india.gov.in/my-government/schemes/search?keyword=Aaloo%20Ke%20Kufri%20Chipsona-1%20Prabhed%20Ke%20Kshetra%20Vistaar%20Yojana,,,,,,,,
india.gov.in,apapusmc,Scheme to Provide Assistance to Processing Units in State Market Committees,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to support market committees in Gujarat by providing financial assistance for the establishment of processing units.",,"Agriculture,Rural & Environment",,Agriculture; Processing Units; Market Committees,https://www.india.gov.in/my-government/schemes/search?keyword=Scheme%20to%20Provide%20Assistance%20to%20Processing%20Units%20in%20State%20Market%20Committees,,,,,,,,
india.gov.in,sebpu,Scheme for Establishment of Backyard Poultry Units,"The objective of the scheme is to improve the socio-economic and nutritional status of the poor families, small farmers and landless agricultural labourers and other economically weaker section of the society.",,"Agriculture,Rural & Environment",,Backyard Poultry; Chicks; Hatchery; Feeders; Water Drinkers,https://www.india.gov.in/my-government/schemes/search?keyword=Scheme%20for%20Establishment%20of%20Backyard%20Poultry%20Units,,,,,,,,
india.gov.in,aiguk,Agricultural Investment Grant (in Case of Crop Damage of 33% or More),"The scheme aims to provide financial assistance to farmers who suffer crop losses of 33% or more due to natural calamities such as floods, heavy rainfall, drought, hailstorms, or other notified disasters.",,"Agriculture,Rural & Environment",,Farmer; Agricultural; Crop Loss; Investment Subsidy; Crop Damage,https://www.india.gov.in/my-government/schemes/search?keyword=Agricultural%20Investment%20Grant%20%28in%20Case%20of%20Crop%20Damage%20of%2033%25%20or%20More%29,,,,,,,,
india.gov.in,pcardmi,Primary Cooperative Agriculture and Rural Development Bank: For Minor Irrigation,"The scheme offers loans to farmers for minor irrigation projects, aiming to enhance water access for agriculture. Loan amounts range from ₹65,000/- to ₹1,20,000/- at an interest rate of 11% to 11.75%.",,"Banking,Financial Services and Insurance",,Irrigation; Agriculture; Loan; Farmer; Agriculture And Rural Development Bank,https://www.india.gov.in/my-government/schemes/search?keyword=Primary%20Cooperative%20Agriculture%20and%20Rural%20Development%20Bank%3A%20For%20Minor%20Irrigation,,,,,,,,
india.gov.in,wit,Walk In Tunnel,"Under the Walk-In Tunnel, the Rajasthan government provides the benefit of a subsidy to the farmers with affordable and efficient structures that offer protection from adverse weather conditions, pests, and diseases.",,"Agriculture,Rural & Environment",,Walk In Tunnel; Crops; Agriculture,https://www.india.gov.in/my-government/schemes/search?keyword=Walk%20In%20Tunnel,,,,,,,,
india.gov.in,ciad,Compensation in Animal Death,"The ""Compensation in Animal Death"" scheme introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, provides financial assistance to animal breeders who suffer livestock losses due to natural disasters, diseases, or poisoning.",,"Agriculture,Rural & Environment; Banking,Financial Services and Insurance",,Animal Husbandry; Animal Insurance; Death Compensation,https://www.india.gov.in/my-government/schemes/search?keyword=Compensation%20in%20Animal%20Death,,,,,,,,
india.gov.in,cawista,Construction of Artesian Wells in Scheduled Tribe Areas,"The scheme aims to provide free irrigation facilities to farmers in Scheduled Tribe-dominated areas through the construction of artesian wells, thereby enhancing agricultural productivity. It is a 100% state government-funded scheme.",,"Agriculture,Rural & Environment",,Artesian Well; Irrigation; Minor Irrigation; Scheduled Tribe; Farmer,https://www.india.gov.in/my-government/schemes/search?keyword=Construction%20of%20Artesian%20Wells%20in%20Scheduled%20Tribe%20Areas,,,,,,,,
india.gov.in,efap,Exhibition Fair and Publicity,"The scheme aims to promote departmental schemes and disseminate information about the technology of fruit, flower, vegetable, and spice crops to farmers through exhibitions and seminars organized at the district and block levels.",,"Agriculture,Rural & Environment",,Exhibition Fair; Publicity; Horticulture,https://www.india.gov.in/my-government/schemes/search?keyword=Exhibition%20Fair%20and%20Publicity,,,,,,,,
india.gov.in,gny,Godhan Nyay Yojana,"Godhan Nyay Yojana is a scheme launched by the Government of Chhattisgarh on 20 July 2020. Under this scheme, cow dung will be purchased by the state government from the cattle-rearing farmers.",,"Agriculture,Rural & Environment",,Cattle Herders; New Employment; Cow Protection; Organic Fertilizers,https://www.india.gov.in/my-government/schemes/search?keyword=Godhan%20Nyay%20Yojana,,,,,,,,
india.gov.in,sskpf,Subsidy Scheme on Establishment of 25 R.I.R./Kadaknath & 1000 Broiler Bird’s Unit and Stipend for Poultry Farming Training for Scheduled Tribes People of the State,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance and training stipends to Scheduled Tribe (ST) individuals in Gujarat for poultry farming.",,"Agriculture,Rural & Environment",,Agriculture; Poultry Farming; Birds Unit; Poultry Farming,https://www.india.gov.in/my-government/schemes/search?keyword=Subsidy%20Scheme%20on%20Establishment%20of%2025%20R.I.R./Kadaknath%20%26%201000%20Broiler%20Bird%E2%80%99s%20Unit%20and%20Stipend%20for%20Poultry%20Farming%20Training%20for%20Scheduled%20Tribes%20People%20of%20the%20State,,,,,,,,
india.gov.in,srmiqc,Soil Resource Management and Inputs Quality Control,"Through the scheme “Soil Resource Management and Inputs Quality Control"", the farmers can give their soil and water samples to the soil testing lab for analysis and recommendation at completely free of cost.",,"Agriculture,Rural & Environment",,Soil; Quality; Sample; Testing; Lab,https://www.india.gov.in/my-government/schemes/search?keyword=Soil%20Resource%20Management%20and%20Inputs%20Quality%20Control,,,,,,,,
india.gov.in,ssiemafsc,Scheme For Subsidy On Interest For Establishment Of 1 To 20 Milch Animal Farm For Scheduled Caste,"The scheme “Scheme for Subsidy on Interest for Establishment of 1 to 20 Milch Animal Farm for Scheduled Caste” was started by the Dept. of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat.",,"Agriculture,Rural & Environment",,Cattle Farming; Subsidy; Scheduled Caste; Loan; Animal Husbandry,https://www.india.gov.in/my-government/schemes/search?keyword=Scheme%20For%20Subsidy%20On%20Interest%20For%20Establishment%20Of%201%20To%2020%20Milch%20Animal%20Farm%20For%20Scheduled%20Caste,,,,,,,,
india.gov.in,ssiemafst,Scheme For Subsidy On Interest For Establishment Of 1 To 20 Milch Animal Farm For Scheduled Tribe,"The scheme “Scheme for Subsidy on Interest for Establishment of 1 to 20 Milch Animal Farm for Scheduled Tribe” was started by the Dept. of Agriculture, Farmers Welfare & Co-operation, Govt. of Gujarat.",,"Agriculture,Rural & Environment",,Animal Husbandry; Scheduled Tribe; Cattle Farming; Subsidy; Loan,https://www.india.gov.in/my-government/schemes/search?keyword=Scheme%20For%20Subsidy%20On%20Interest%20For%20Establishment%20Of%201%20To%2020%20Milch%20Animal%20Farm%20For%20Scheduled%20Tribe,,,,,,,,
india.gov.in,scdicmd,Scheme for Conservation and Development of Indigenous Cattle and Murrah Development,"The scheme is implemented by the Department of Animal Husbandry & Dairying, Government of Haryana with the objective of encouraging the farmers for conservation and development of the indigenous breeds of cows and buffaloes.",,"Agriculture,Rural & Environment",,Indigenous Cattle; Murrah; Animal Husbandry; Dairying; Cows; Buffaloes; Cash Incentive,https://www.india.gov.in/my-government/schemes/search?keyword=Scheme%20for%20Conservation%20and%20Development%20of%20Indigenous%20Cattle%20and%20Murrah%20Development,,,,,,,,
india.gov.in,ifspeta,To Increase Fish Seed Production and Inland Fisheries Equipment in Tribal Areas,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to enhance fish production and provide employment opportunities to Scheduled Tribes (ST) individuals engaged in inland fisheries.",,"Agriculture,Rural & Environment",,Agriculture; Farmer; Fishing Activities; Boat-net; Fish Seed; Scheduled Tribe; Training,https://www.india.gov.in/my-government/schemes/search?keyword=To%20Increase%20Fish%20Seed%20Production%20and%20Inland%20Fisheries%20Equipment%20in%20Tribal%20Areas,,,,,,,,
india.gov.in,sdpuk,Skill Development Programme- Uttarakhand,"The scheme aims to enhance the employability and entrepreneurial skills of students, researchers, and farmers in the field of biotechnology, thereby promoting self-employment and entrepreneurship in emerging areas of the biotechnology sector.",,"Agriculture,Rural & Environment; Skills & Employment",,Skill Development; Training Program; Biotechnology; Student; Researcher; Farmer,https://www.india.gov.in/my-government/schemes/search?keyword=Skill%20Development%20Programme-%20Uttarakhand,,,,,,,,
india.gov.in,ifspta,Assistance to Scheduled Castes for Fisheries,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to enhance fish production and provide employment opportunities to Scheduled Caste (SC) individuals engaged in inland fisheries.",,"Agriculture,Rural & Environment",,Agriculture; Farmer; Fishing Activities; Boat-net; Fish Seed,https://www.india.gov.in/my-government/schemes/search?keyword=Assistance%20to%20Scheduled%20Castes%20for%20Fisheries,,,,,,,,
india.gov.in,ae,Agricultural Extension,"Extension Division endeavours towards successful implementation of Agricultural Extension activities. Through its various programmes, schemes and activities, Extension Division helps farmers to get information regarding scientific research and new knowledge in agricultural practices.",Ministry Of Agriculture and Farmers Welfare,"Agriculture,Rural & Environment",,Agricultural; Extension,https://www.india.gov.in/my-government/schemes/search?keyword=Agricultural%20Extension,,,,,,,,
india.gov.in,nmsa-radg,National Mission for Sustainable Agriculture - Reinforced Area Development,"The scheme ""National Mission for Sustainable Agriculture - Reinforced Area Development"" aims to promote sustainable agriculture through improved agronomic practices, efficient resource use, and integrated farming systems by providing financial support to all farmers.",,"Agriculture,Rural & Environment",,Agriculture; Soil Health; Crop Diversification; Integrated Farming,https://www.india.gov.in/my-government/schemes/search?keyword=National%20Mission%20for%20Sustainable%20Agriculture%20-%20Reinforced%20Area%20Development,,,,,,,,
india.gov.in,fess,Free Electricity Supply Scheme,The scheme aims to provide free electricity supply to Scheduled Caste (SC) and Scheduled Tribe (ST) farmers of Madhya Pradesh who have agricultural pumps up to 5 horsepower and landholding up to 1 hectare.,,Utility & Sanitation,,Free Electricity; Scheduled Caste; Scheduled Tribe,https://www.india.gov.in/my-government/schemes/search?keyword=Free%20Electricity%20Supply%20Scheme,,,,,,,,
india.gov.in,isac,Integrated Scheme on Agriculture Cooperation,"The Integrated Scheme on Agriculture Cooperation (ISAC) is a Central Sector Scheme of the Ministry of Agriculture and Farmers Welfare, Government of India. It is being implemented through the National Cooperative Development Corporation (NCDC).",Ministry Of Agriculture and Farmers Welfare,"Agriculture,Rural & Environment",,Financial Assistance; Improve Economic Conditions; Loan,https://www.india.gov.in/my-government/schemes/search?keyword=Integrated%20Scheme%20on%20Agriculture%20Cooperation,,,,,,,,
india.gov.in,lhadc,Livestock Health and Diseases Control,"The Livestock Health and Diseases Control (LH&DC) scheme is a Centrally Sponsored Scheme (CSS) implemented by the Department of Animal Husbandry and Dairying (DAHD), Ministry of Agriculture and Farmers' Welfare, Government of India.","Ministry of Fisheries,Animal Husbandry and Dairying","Agriculture,Rural & Environment",,Animal Husbandry; Animal Health; Livestock Diseases,https://www.india.gov.in/my-government/schemes/search?keyword=Livestock%20Health%20and%20Diseases%20Control,,,,,,,,
india.gov.in,mmky-ntebwa,MMKY-New Tank Excavation Under Brackish Water Aquaculture,"The State plan scheme “MMKY-New Tank Excavation Under Brackish Water Aquaculture” was launched by the Fisheries & Animal Resources Development Department, Government of to promote farmers and entrepreneurs to take up Brackish water aquaculture.",,"Agriculture,Rural & Environment",,Tank Excavation; Brackish; Maschyajibi; Fish Production; Shrimp Exports; Fish Exports; Subsidy Assistance,https://www.india.gov.in/my-government/schemes/search?keyword=MMKY-New%20Tank%20Excavation%20Under%20Brackish%20Water%20Aquaculture,,,,,,,,
india.gov.in,mvp,Mukhyamantri Vriksharopan Protsahan Yojana,Chhattisgarh Mukhyamantri Vriksharopan Protsahan Yojana has been started by the Government of Chhattisgarh with the aim of conserving the environment and doubling the income of the farmers by promoting tree plantation in the state.,,"Agriculture,Rural & Environment",,Agriculture; Plantation; Commercial Plantation,https://www.india.gov.in/my-government/schemes/search?keyword=Mukhyamantri%20Vriksharopan%20Protsahan%20Yojana,,,,,,,,
india.gov.in,ssebbup,Subsidy Scheme on Establishment of 25 R.I.R. Bird’s unit 40 R.I.R. Bird’s Unit and Stipend for Poultry Farming Training,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance and training to economically weaker sections and Divyang individuals in Gujarat for poultry farming.",,"Agriculture,Rural & Environment",,Agriculture; Poultry Farming; Birds Unit; Poultry Farming,https://www.india.gov.in/my-government/schemes/search?keyword=Subsidy%20Scheme%20on%20Establishment%20of%2025%20R.I.R.%20Bird%E2%80%99s%20unit%2040%20R.I.R.%20Bird%E2%80%99s%20Unit%20and%20Stipend%20for%20Poultry%20Farming%20Training,,,,,,,,
india.gov.in,afcmac,Assistance for Cultivation of Medicinal/ Aromatic Crops,"The scheme provides financial assistance up to 75% of the cost or ₹11,250/- per hectare (whichever is lower) to farmers in Gujarat cultivating medicinal or aromatic crops on land between 0.20 and 4 hectares.",,"Agriculture,Rural & Environment",,Agriculture; Medicinal Crops; Aromatic Crops,https://www.india.gov.in/my-government/schemes/search?keyword=Assistance%20for%20Cultivation%20of%20Medicinal/%20Aromatic%20Crops,,,,,,,,
india.gov.in,npvy,Nariwal Paudha Vitaran Yojana,"The scheme aimed at promoting coconut cultivation in non-traditional areas like Bihar. Under this scheme, farmers and urban residents can obtain coconut saplings at a subsidized rate to encourage widespread plantation and utilization.",,"Agriculture,Rural & Environment",,Agriculture; Subsidy; Plant Supply; Financial Assistance; Coconut Development,https://www.india.gov.in/my-government/schemes/search?keyword=Nariwal%20Paudha%20Vitaran%20Yojana,,,,,,,,
india.gov.in,pcardfpd,Primary Cooperative Agriculture and Rural Development Bank: For Poultry Development,"The scheme offers loans to farmers for poultry development and cattle development, with funding of up to ₹14,800/- for 200 birds or ₹17,000/- for 2 cows, with an interest rate of 14.5% to 16.5%.",,"Banking,Financial Services and Insurance",,Poultry Development; Cattle Development; Loan; Farmer; Agriculture And Rural Development Bank,https://www.india.gov.in/my-government/schemes/search?keyword=Primary%20Cooperative%20Agriculture%20and%20Rural%20Development%20Bank%3A%20For%20Poultry%20Development,,,,,,,,
india.gov.in,fvy,Phool Vikash Yojana,The scheme aims to provide financial benefits to farmers for the cultivation of marigold flowers. It is available in 15 districts of the state and offers a 50% subsidy for up to 4 hectares.,,"Agriculture,Rural & Environment",,Agriculture; Subsidy; Plant Supply; Financial Assistance; Flower Development,https://www.india.gov.in/my-government/schemes/search?keyword=Phool%20Vikash%20Yojana,,,,,,,,
india.gov.in,cfpc,Community Food Processing Centre,"The scheme aims to promote skill development and entrepreneurship in food processing by enabling individuals and farmers to process fruits and vegetables, add value to their produce, and enhance income opportunities through community-based facilities.",,Skills & Employment,,Food Processing; Training; Fruit Processing; Vegetable Processing,https://www.india.gov.in/my-government/schemes/search?keyword=Community%20Food%20Processing%20Centre,,,,,,,,
india.gov.in,cmipstb,Construction of Minor Irrigation Projects for Scheduled Tribe Beneficiaries,"The scheme aims to provide Scheduled Tribe farmers with free and adequate irrigation by constructing small irrigation projects such as water tanks and pipelines in Scheduled Tribe-dominated areas, thereby helping them improve their farming.",,"Agriculture,Rural & Environment",,Scheduled Tribe; Irrigation; Minor Irrigation; Water Storage Tank; Farmer; Water Channels,https://www.india.gov.in/my-government/schemes/search?keyword=Construction%20of%20Minor%20Irrigation%20Projects%20for%20Scheduled%20Tribe%20Beneficiaries,,,,,,,,
india.gov.in,cmipscb,Construction of Minor Irrigation Projects for Scheduled Caste Beneficiaries,"The scheme aims to provide Scheduled Caste farmers with free and adequate irrigation by constructing small irrigation projects such as water tanks and pipelines in Scheduled Caste-dominated areas, thereby helping them improve their farming.",,"Agriculture,Rural & Environment",,Scheduled Caste; Irrigation; Minor Irrigation; Water Storage Tank; Farmer; Water Channels,https://www.india.gov.in/my-government/schemes/search?keyword=Construction%20of%20Minor%20Irrigation%20Projects%20for%20Scheduled%20Caste%20Beneficiaries,,,,,,,,
india.gov.in,km,Krushi Mahotsav,The Krishi Mahotsav Yojana is an agricultural development scheme launched by the Government of Gujarat in the year 2010. The scheme aims to boost agricultural productivity and increase the income of farmers in the state.,,"Agriculture,Rural & Environment; Education & Learning",,Education; Agriculture; Famers; Training; Scientific Farming; Farm Mechanization,https://www.india.gov.in/my-government/schemes/search?keyword=Krushi%20Mahotsav,,,,,,,,
india.gov.in,dvrsf,Diesel VAT Relief Scheme for Fishermen,"The ""Diesel VAT Relief Scheme for Fishermen"" introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, aims to provide financial assistance by subsidizing the VAT levied on high-speed diesel used in fishing boats.",,"Agriculture,Rural & Environment",,Agriculture; Fishing Activities; Fishermen,https://www.india.gov.in/my-government/schemes/search?keyword=Diesel%20VAT%20Relief%20Scheme%20for%20Fishermen,,,,,,,,
india.gov.in,bvby,Bhavantar Bharpai Yojana,"The scheme is implemented by the Department of Horticulture, Government of Haryana, aims to protect horticultural farmers from market price fluctuations and compensate them if they receive low prices for their produce in the market.",,"Agriculture,Rural & Environment",,Horticulture; Farmer; Agriculture; Vegetable Grower; Fruits; Vegetables; Incentive,https://www.india.gov.in/my-government/schemes/search?keyword=Bhavantar%20Bharpai%20Yojana,,,,,,,,
india.gov.in,mffmpc2td,Pradhan Mantri Matsya Sampada Yojana: Mini Fish Feed Mills of Production Capacity of 2 Ton /Day,"Under this scheme, financial assistance, in form of subsidy, is provided to individuals for setting up mini feed mills, ensuring the local availability of quality fish feed at affordable prices for fishers and fish farmers.",,"Agriculture,Rural & Environment",,Fish; Fish Farmer; Fish Production; Entrepreneur; Mini Fish Feed Mill,https://www.india.gov.in/my-government/schemes/search?keyword=Pradhan%20Mantri%20Matsya%20Sampada%20Yojana%3A%20Mini%20Fish%20Feed%20Mills%20of%20Production%20Capacity%20of%202%20Ton%20/Day,,,,,,,,
india.gov.in,cspblisuk,Construction of Solar Pump-Based Lift Irrigation Projects (For Hilly Areas),The scheme aims to provide free and reliable irrigation facilities to farmers in hilly areas by constructing solar-powered lift irrigation projects on high-altitude agricultural lands where conventional canal or pipeline irrigation is not feasible.,,"Agriculture,Rural & Environment",,Solar Pump; Lift Irrigation; Minor Irrigation; Irrigation; Farmer,https://www.india.gov.in/my-government/schemes/search?keyword=Construction%20of%20Solar%20Pump-Based%20Lift%20Irrigation%20Projects%20%28For%20Hilly%20Areas%29,,,,,,,,
india.gov.in,fpy,Fal Podharopan Yojana,The objective of this scheme is to expand the area under fruit plantation in the district and increase the fruit production. This scheme is implemented in all the 52 districts of the state.,,"Agriculture,Rural & Environment",,Fruit; Plantation; Farm; Farmer; Plant; Crop; Agriculture; Horticulture,https://www.india.gov.in/my-government/schemes/search?keyword=Fal%20Podharopan%20Yojana,,,,,,,,
india.gov.in,mkym,Mahila Kisan Yojana (Maharashtra),"""Mahila Kisan Yojana"" is implemented by the Dept. of Social Justice & Special Assistance, Govt. of Maharashtra. The scheme aims to uplift the lifestyle of economically disadvantaged Charmakar communities. it supports the production and sale of various types of footwear and leather articles.",,Social welfare & Empowerment; Skills & Employment; Women and Child,,Employment; Charmakar; Subsidy; Loan; Woman; Scheduled Caste; Farmer,https://www.india.gov.in/my-government/schemes/search?keyword=Mahila%20Kisan%20Yojana%20%28Maharashtra%29,,,,,,,,
india.gov.in,ssrppes,Sugarcane Seed Replacement Programme / Production Enhancement Scheme,"The scheme aims to increase sugarcane productivity & improve sugar recovery by promoting cultivation of high-quality, high-yielding, & newly developed sugarcane varieties, while providing farmers with financial support, modern cultivation techniques, & access to advanced agricultural technology.",,"Agriculture,Rural & Environment",,Sugarcane; Sugar; Sugarcane Seed; Farmer; Sugarcane Seed Replacement,https://www.india.gov.in/my-government/schemes/search?keyword=Sugarcane%20Seed%20Replacement%20Programme%20/%20Production%20Enhancement%20Scheme,,,,,,,,
india.gov.in,anppy,Atma Nirbhar Pashu Palan Yojana,"The scheme aims to enhance rural livelihoods, promote sustainable animal husbandry practices, & contribute to self-reliance in livestock sector. Under this scheme, financial assistance is provided to unemployed individuals, SHGs, cooperative societies, etc. for livestock rearing & allied activities.",,"Agriculture,Rural & Environment; Banking,Financial Services and Insurance",,Subsidy; Farmer; SHGs; FPO; Animal Husbandry; Livestock Rearing,https://www.india.gov.in/my-government/schemes/search?keyword=Atma%20Nirbhar%20Pashu%20Palan%20Yojana,,,,,,,,
india.gov.in,dpivrcscb,District Plan: Inter-Village Road Construction Scheme on Contributory Basis,The scheme aims to facilitate the easy and timely transportation of sugarcane from farms to purchasing centers and sugar mills by improving inter-village road connectivity in sugarcane-growing areas.,,"Agriculture,Rural & Environment",,Road Construction; Sugar Transportation; Sugarcane; Farmer; Sugar Mill,https://www.india.gov.in/my-government/schemes/search?keyword=District%20Plan%3A%20Inter-Village%20Road%20Construction%20Scheme%20on%20Contributory%20Basis,,,,,,,,
india.gov.in,dalps,Destitute Agricultural Labourers Pension Scheme,"The ""Destitute Agricultural Labourers Pension Scheme"" was launched by the Social Welfare and Nutritious Meal Programme Department, Government of Tamil Nadu. The scheme aims to give pensions of ₹1,000/- to destitute agricultural labourers of 60 years and above and dhoti, saree supplied on festivals.",,"Social welfare & Empowerment; Women and Child; Agriculture,Rural & Environment",,Destitute; Farmer; Financial Assistance; Labour; Senior Citizen; Clothes,https://www.india.gov.in/my-government/schemes/search?keyword=Destitute%20Agricultural%20Labourers%20Pension%20Scheme,,,,,,,,
india.gov.in,cm-sky,Chief Minister’s Shasakt Kisan Yojana,"The Govt. of Arunachal Pradesh started the scheme “Chief Minister’s Shasakt Kisan Yojana (CM-SKY)” for uplifting the status of women, marginal and small farmers of the State for self-employment generation & commercialization of Horticulture activities to double their income.",,"Agriculture,Rural & Environment",,Farmer; Horticulture; Self-employment; Tea; Rubber; Financial Assistance,https://www.india.gov.in/my-government/schemes/search?keyword=Chief%20Minister%E2%80%99s%20Shasakt%20Kisan%20Yojana,,,,,,,,
india.gov.in,ebmrasuhr,Pradhan Mantri Matsya Sampada Yojana: Establishment of Backyard mini RAS Units - Haryana,"Under this scheme, financial assistance in the form of subsidies is provided to eligible beneficiaries for establishing these units. Various surface and groundwater sources such as canals, rivers, springs, open wells, and tube wells can be utilized for operating RAS units.",,"Agriculture,Rural & Environment",,Fisheries; Subsidy; Backyards; Water Source; Fish Farmer; Fish,https://www.india.gov.in/my-government/schemes/search?keyword=Pradhan%20Mantri%20Matsya%20Sampada%20Yojana%3A%20Establishment%20of%20Backyard%20mini%20RAS%20Units%20-%20Haryana,,,,,,,,
india.gov.in,pofusop,Promotion of Organic Farming under State Organic Policy,"The scheme ""Promotion of Organic Farming under State Organic Policy"" by the Agriculture and Co-operation Department, Government of Gujarat, aims to promote organic agriculture by providing financial assistance for certification, transportation, and organic inputs to farmers across the state.",,"Agriculture,Rural & Environment",,Organic Farming; Certification Assistance; Organic Input Subsidy; Farmer,https://www.india.gov.in/my-government/schemes/search?keyword=Promotion%20of%20Organic%20Farming%20under%20State%20Organic%20Policy,,,,,,,,
india.gov.in,rcs,Ramie Crop Scheme,The objective of the scheme is to encourage cultivation of perennial and remunerative textile crop such as Ramie in suitable areas by providing necessary inputs and training.,,"Agriculture,Rural & Environment",,Ramie Crop; Agriculture; Farmer; Cultivation; Textile Crop; Training,https://www.india.gov.in/my-government/schemes/search?keyword=Ramie%20Crop%20Scheme,,,,,,,,
india.gov.in,pfssco,Package for strengthening to sugar co-operatives as may be policy decided by the State Government,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to support sugar co-operatives by providing financial assistance for modernization, diversification, organic fertilizer production to enhance sugarcane farming and the sugar industry.",,"Agriculture,Rural & Environment",,Agriculture; Farmer; Sugar Co-operatives; Bio Compost Sale,https://www.india.gov.in/my-government/schemes/search?keyword=Package%20for%20strengthening%20to%20sugar%20co-operatives%20as%20may%20be%20policy%20decided%20by%20the%20State%20Government,,,,,,,,
india.gov.in,uadtas,Use of Advanced Drone Technology (Agriculture Aircraft) in Agriculture Sector,"The scheme ""Use of Advanced Drone Technology (Agriculture Aircraft) in Agriculture Sector"" introduced by the Agriculture, Farmers Welfare and Cooperation Dept., Gujarat, aims to promote the use of advanced drone technology for spraying crop protection chemicals and bio-fertilizers, etc.",,"Agriculture,Rural & Environment",,Agriculture; Farmer; Drone Technology; Crop Protection Chemicals; Fertilizers,https://www.india.gov.in/my-government/schemes/search?keyword=Use%20of%20Advanced%20Drone%20Technology%20%28Agriculture%20Aircraft%29%20in%20Agriculture%20Sector,,,,,,,,
india.gov.in,usstc,Uttarakhand State Science & Technology Congress (USSTC),The Science & Technology Congress aims to foster scientific talent and encourage emerging scientists and researchers in the state. The congress is organized annually by UCOST and attracts significant participation from young researchers and scientists.,,"Science, IT & Communications",,Farmer; NGO; Researcher; Startup; Research Institution; Science Congress,https://www.india.gov.in/my-government/schemes/search?keyword=Uttarakhand%20State%20Science%20%26%20Technology%20Congress%20%28USSTC%29,,,,,,,,
india.gov.in,emadu,Establishment of 50 Milch Animals Dairy Unit,"The ""Establishment of 50 Milch Animals Dairy Unit"" scheme introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, aims to provide financial aid to livestock owners for setting up dairy farms, ensuring sustainable dairy production.",,"Agriculture,Rural & Environment",,Animal Husbandry; Dairy Unit; Cattle Development; Livestock Farming; Self Employment,https://www.india.gov.in/my-government/schemes/search?keyword=Establishment%20of%2050%20Milch%20Animals%20Dairy%20Unit,,,,,,,,
india.gov.in,stisrr,Scheme to Increase Seed Replacement Rate (SRR),"The ""Scheme to Increase Seed Replacement Rate (SRR)"" by the Agriculture and Co-operation Department, Government of Gujarat, aims to improve crop productivity through providing certified seeds at subsidized rates to all farmers across the state.",,"Agriculture,Rural & Environment",,Seed Distribution; Seed Replacement Rate; Subsidy; Certified Seeds,https://www.india.gov.in/my-government/schemes/search?keyword=Scheme%20to%20Increase%20Seed%20Replacement%20Rate%20%28SRR%29,,,,,,,,
india.gov.in,bk,Bee Keeping,"The scheme aims to promote beekeeping as a sustainable livelihood by providing subsidized bee boxes, bee colonies, and training support to farmers, thereby increasing honey production, enhancing farm income, and strengthening the beekeeping sector in Uttarakhand.",,"Agriculture,Rural & Environment; Business & Entrepreneurship",,Bee; Bee Colonies; Bee Boxes; Subsidy; Honey Bees,https://www.india.gov.in/my-government/schemes/search?keyword=Bee%20Keeping,,,,,,,,
india.gov.in,afaefc,Assistance for Area Expansion in Fruit crops,"The scheme ""Assistance for Area Expansion in Fruit Crops"" aims to promote fruit crop cultivation through financial assistance for high density and ultra-high density plantations, tissue culture bananas, and papayas to farmers across the state.",,"Agriculture,Rural & Environment",,Agriculture; Fruit Crop; High Density Plantation; Tissue Culture Banana; Papaya Cultivation; Farmer,https://www.india.gov.in/my-government/schemes/search?keyword=Assistance%20for%20Area%20Expansion%20in%20Fruit%20crops,,,,,,,,
india.gov.in,ssad,"scholarship scheme - Uttarakhand Agricultural Production & Marketing Board, Uttarakhand","The scheme aims to provide financial assistance to the sons and daughters of small and marginal farmers, agricultural laborers, and market workers of Uttarakhand to pursue higher education in Agriculture, Forestry, Fisheries, Horticulture & other related fields.",,Education & Learning,,Student; Mandi Worker; Scholarship; Agricultural Laborer; Agriculture; Forestry; Fisheries; Horticulture,https://www.india.gov.in/my-government/schemes/search?keyword=scholarship%20scheme%20-%20Uttarakhand%20Agricultural%20Production%20%26%20Marketing%20Board%2C%20Uttarakhand,,,,,,,,
